Date,Bust (in),Chest (in),Hips (in),Left Ankle (in),Left Bicep (in),Left Calf (in),Left Forearm (in),Left Thigh (in),Left Wrist (in),Neck (in),Right Ankle (in),Right Bicep (in),Right Calf (in),Right Forearm (in),Right Thigh (in),Right Wrist (in),Shoulders (in),Visual Body Fat Assessment,Waist (in)
5/29/2024,,,,,,,,,,,,,,,,,,26,
